,name,twitter handle,id,followers,bio,influence score,bio_clean,instagram
4082,CatMon,Catdmon,60014523,276,Literature | MA Art History #UXResearch #UCD #HCI #ReOps UX Researcher Lead @Ripleylabs | A wearer of many hats but mostly researcher ʕ◕ᴥ◕ʔ IG @catdmio,24,Literature   MA Art History  UXResearch  UCD  HCI  ReOps UX Researcher Lead @Ripleylabs   A wearer of many hats but mostly researcher ʕ ᴥ ʔ IG @catdmio,@catdmio
4083,Matías.,xMatiass_,4754833401,177,16. 🇨🇱 | instagram: free.matii,24,16.     instagram  free.matii,@free.matii
4084,Leonardo D'Amico Najum ,LEBOCANDIO,39598081,522,"CEO de mi mente, Publicista, Co-Fundador y Director general Creativo de https://t.co/iyadvYYS8b , Dir. de Arte, creador del #ElMétodoLudovicoPodcast en  @spotfy #instagram",24,CEO de mi mente  Publicista  Co Fundador y Director general Creativo de     t.co iyadvYYS8b   Dir. de Arte  creador del  ElMétodoLudovicoPodcast en  @spotfy  instagram,@spotfy
4085,CRUZ ROJA CONCEPCION,CruzRojaConce,2491417890,560,IG: https://instagram.com/cruz.roja.concepcion?igshid=s1vkeln68x4u,24,IG      instagram.com cruz.roja.concepcion igshid s1vkeln68x4u,@s1vkeln68x4u
4086,Brau Garcia R.,braugarcia,66711462,364,"Penquista, viviendo al día, quien sabe donde vamos a terminar. Instagram/snapchat: braugar",24,Penquista  viviendo al día  quien sabe donde vamos a terminar. Instagram snapchat  braugar,@snapchat
4087,ÇağatayUlusoy_CHILE®,CagatayChileOFi,810120834048262145,728,"🌟FACEBOOK: @FansClubOficialCatgatayUlusoyChile®
⭐INSTAGRAM: @CagatayChileOficial
⭐FC_Oficial Cagatay Ulusoy CHILE 🇨🇱🇹🇷",24," FACEBOOK  @FansClubOficialCatgatayUlusoyChile®
 INSTAGRAM  @CagatayChileOficial
 FC_Oficial Cagatay Ulusoy CHILE  ",@cagataychileoficial
4088,WesFlex,WesFlex,181757994,336,@LatinClubSquad ig: wesflex_,24,@LatinClubSquad ig  wesflex_,@wesflex_
4089,Tríada Ediciones,TriadaEdiciones,833658151,1039,"Editorial chilena independiente. 🇨🇱 📚
Apostamos por las buenas historias, trabajamos codo a codo con el autor.
Síguenos en Facebook e Instagram.",24,"Editorial chilena independiente.    
Apostamos por las buenas historias  trabajamos codo a codo con el autor.
Síguenos en Facebook e Instagram.",NaN
4090,Marco Medina,marmed_,474235257,800,"Músico / Comunicador Social de corazón / La Lucha es por Todos / Libertad para Venezuela
Instagram: marmed2010",24,"Músico   Comunicador Social de corazón   La Lucha es por Todos   Libertad para Venezuela
Instagram  marmed2010",@marmed2010
4091,Fans Club The Fonsi Group,TheFonsiGroup,2873233425,344,Fans Club del Cantante Puertorriqueño Luis Fonsi. Contáctanos a TheFonsiGroupChile@gmail.com o en Instagram @thefonsigroup,23,Fans Club del Cantante Puertorriqueño Luis Fonsi. Contáctanos a TheFonsiGroupChile@gmail.com o en Instagram @thefonsigroup,@thefonsigroup
4092,WARNING,warningflow,130295072,6454,"ig @warningflow
compositor 
Productor musical
luso Venezolano en Cl",23,"ig @warningflow
compositor 
Productor musical
luso Venezolano en Cl",@warningflow
4093,paltoqui♊,_mapaltac,381892960,162,colo-colino instagram mapaltac,23,colo colino instagram mapaltac,@mapaltac
4094,Juan Mendez,juanjmendezp98,274227177,231,Venezolano🇻🇪 ig: juanmendez98,23,Venezolano  ig  juanmendez98,@juanmendez98
4095,Johanna Morales V.,johamoralesv,95951905,280,"Chilena, mamá, magallánica, Colocolina, Libra, celíaca. Mi Instagram @johamoralesv",23,Chilena  mamá  magallánica  Colocolina  Libra  celíaca. Mi Instagram @johamoralesv,@johamoralesv
4096,Pipo de la Gente,pipo_delagente,311239392,1717,Nicolás Contreras Méndez - Nivel 24 - She/They - IG: pipo_delagente - Periodismo Ucsc - Amo Pokémon - Creator code lucenzox en la tienda de Epic y Fortnite #ad,23,Nicolás Contreras Méndez   Nivel 24   She They   IG  pipo_delagente   Periodismo Ucsc   Amo Pokémon   Creator code lucenzox en la tienda de Epic y Fortnite  ad,@pipo_delagente
4097,Tu Piel Bonita CHILE,tupielbonita,4129775861,1276,"Blog chileno dedicado al Cuidado y Belleza | Maquillaje, Datos, Reviews, Lanzamientos | CHILE | Instagram: @tupielbonita | http://TuPielBonita.com",23,Blog chileno dedicado al Cuidado y Belleza   Maquillaje  Datos  Reviews  Lanzamientos   CHILE   Instagram  @tupielbonita       TuPielBonita.com,@tupielbonita
4098,Club Ansco,ClubAnsco1,457804826,137,"Centro de Eventos, Restorant, Area Deportes, Piscina, Tenis, Gimnasio 
Instagram: Club_Ansco",23,"Centro de Eventos  Restorant  Area Deportes  Piscina  Tenis  Gimnasio 
Instagram  Club_Ansco",@club_ansco
4099,Insta: fotografiado_segundos,FACEBOOK833,142185778,245,sígueme en Instagram como fotografiando_segundos y en face como página fotografiando_segundos,22,sígueme en Instagram como fotografiando_segundos y en   como página fotografiando_segundos,@fotografiando_segundos
4100,#BeachTennisViña,Club_BTV,3185906848,221,"#ClubBeachTennisViñaDelMar/1er Club de la V región/Instagram @clubbtv/ Contáctanos📞 (wsp)+56977875536/ Clínicas, Entrenamientos, Partidos, Eventos 🎾☀️⛱️🇨🇱",22, ClubBeachTennisViñaDelMar 1er Club de la V región Instagram @clubbtv  Contáctanos   wsp  56977875536  Clínicas  Entrenamientos  Partidos  Eventos  ,@clubbtv
4101,Camii 💚,dremscometrue12,122180650,2719,Amando a CNCO y apoyándolos desde 2016♥ IG: dreamscomestrue,22,Amando a CNCO y apoyándolos desde 2016  IG  dreamscomestrue,@dreamscomestrue
4102,@somosxl,SomosXl_com,1414346130,1621,"Moda, belleza, sexualidad, actualidad, salud, historias y más para DISFRUTAR ✨Instagram @SomosXL contacto.somosxl@gmail.com",22,Moda  belleza  sexualidad  actualidad  salud  historias y más para DISFRUTAR  Instagram @SomosXL contacto.somosxl@gmail.com,@somosxl
4103,Jean Pierre Boudon,jean_boudon,34201491,394,"Fotografía de Bodas 🇨🇱 🇦🇷 🇺🇾 🇵🇾           
 Instagram: @jean_pierre_boudon  / Website 👇",22,"Fotografía de Bodas                   
 Instagram  @jean_pierre_boudon    Website  ",@jean_pierre_boudon
4104,AndresPalaciosChile (@Karitorossel),ChilePalacios,800861527209295872,286,"Apoyando
 al mas lindo actor Chileno -Mexicano el ser mas dulce del mundo @andrespalacios1 #SoyPalaciana .instagram @Chilepalacios 👏💖 ..F.I  21/11/2016..💗",22,"Apoyando
 al mas lindo actor Chileno  Mexicano el ser mas dulce del mundo @andrespalacios1  SoyPalaciana .instagram @Chilepalacios   ..F.I  21 11 2016.. ",NaN
4105,Witchruna-Grazie Moreno Arias,alukine,26100399,465,Cinéfila|ComunicadoraAudiovisual|Periodismo|PatagónicaNatalina|Heathen|Bruja|Chamanismo|Ocultismo|Tarot|Runas|IG: @witchruna,22,Cinéfila ComunicadoraAudiovisual Periodismo PatagónicaNatalina Heathen Bruja Chamanismo Ocultismo Tarot Runas IG  @witchruna,@witchruna
4106,ThePokerFace,Dan1Kings,240838525,1490,"Lloro cuando tengo rabia, no por debilidad, sino porque se que matar es ilegal. || 👩🏻‍💻 Emprendedora IG: la_huella_tienda || Micheladista 🍺",22,Lloro cuando tengo rabia  no por debilidad  sino porque se que matar es ilegal.      Emprendedora IG  la_huella_tienda    Micheladista  ,@la_huella_tienda
4107,VI Consu,ViConsu_,116948908,393,"#你好, 我是孔苏。
안녕 전 콘수입니다. ex#MC #SKPOP @skpopchile & #SINGER tribute #kpop (#OST) #cpop #jpop #Vpop Instagram: ViConsu_ #valdiviacl
Degree in Social Worker",22,"     
     . ex MC  SKPOP @skpopchile    SINGER tribute  kpop   OST   cpop  jpop  Vpop Instagram  ViConsu_  valdiviacl
Degree in Social Worker",@viconsu_
4108,SMPM Red APS Municipal Puerto Montt #YoMeVacuno,apsptomontt,991003906590339072,1531,"Red de Atención Primaria de Salud Municipal de Puerto Montt. Síguenos en Facebook & Instagram en @apsptomontt
Info https://t.co/4LuriiIZLH
Dudas & Consultas al 800650100",22,"Red de Atención Primaria de Salud Municipal de Puerto Montt. Síguenos en Facebook   Instagram en @apsptomontt
Info     t.co 4LuriiIZLH
Dudas   Consultas al 800650100",@apsptomontt
4109,adhietya2,adhietropolis2,393709009,348,"MADONNA big fans since 98's..ELECTRONIC,POP,DANCE my genre and AMERICAN LIFE,MDNA,MUSIC,REBEL HEART my favorite album and follow my IG..yudha9543",22,MADONNA big fans since 98 s..ELECTRONIC POP DANCE my genre and AMERICAN LIFE MDNA MUSIC REBEL HEART my favorite album and follow my IG..yudha9543,NaN
4110,karina solange,Karyalbornoz,267829166,658,"Periodista

Instagram @mama_datos

Certificado crianza respetuosa e investigación sobre salud mental materna 

De vez en cuando bailo burlesque",22,"Periodista

Instagram @mama_datos

Certificado crianza respetuosa e investigación sobre salud mental materna 

De vez en cuando bailo burlesque",@mama_datos
4111,Gonzalo Gálvez,gonzalogalvez,70303266,1660,"It has to start somewhere, It has to start sometime What better place than here, what better time than now? All hell can't stop us now. IG @gonzalogalvezalvarez",22,It has to start somewhere  It has to start sometime What better place than here  what better time than now  All hell can t stop us now. IG @gonzalogalvezalvarez,@gonzalogalvezalvarez
4112,Jose Miguel Abril,jose_abril,116874131,216,Cuenta Instagram: @joseabrilsep //Sanpedrino,22,Cuenta Instagram  @joseabrilsep   Sanpedrino,@joseabrilsep
4113,Andrea Reyes ☀️🌙,andreu_k,146494208,435,"Guayanesa. Ucabista, madridista, lectora y periodista   ~~~
'My skin has turned to porcelain, to ivory, to steel' ~~~
Ig: andreu_k 📷",22,"Guayanesa. Ucabista  madridista  lectora y periodista      
 My skin has turned to porcelain  to ivory  to steel     
Ig  andreu_k  ",@andreu_k
4114,Lisey Wright,lisey_wright,880346187907432448,1035,22 💖 Instagram / Tik Tok:@Lisey_Wright 👑💕,22,22   Instagram   Tik Tok @Lisey_Wright  ,NaN
4115,Neil Millán,NeilMc7,119109651,107,"31 Dic ✌
Viajar - Movies/Series - Futbol 
Insta: @neildunn",22,"31 Dic  
Viajar   Movies Series   Futbol 
Insta  @neildunn",@neildunn
4116,𝐹𝑟𝑎𝑛𝑐𝑒𝑠𝑐𝑎 𝑀𝑎𝑛𝑔𝑢𝑎𝑦 ,Franmanguay,941399116277481472,403,"PORTEÑA,VIVIENDO EN VILLA ALEMANA 😍 #Valparaíso  insta:@FranManguay 📷",22,PORTEÑA VIVIENDO EN VILLA ALEMANA    Valparaíso  insta @FranManguay  ,@franmanguay
4117,Fabiola Semprun,FabiolaSnGz,150439476,327,ig: fabiolasngz,22,ig  fabiolasngz,@fabiolasngz
4118,FeNixx_201,FeNixx201,838248258409484289,249,Jugador Competitivo Clash Royale🇨🇱🇨🇱\\ PB:+6.9k🏆subiendo💪💪\\X-Bow😍\\ Instagram: cristhian_.crtz  (Sin equipo),21,Jugador Competitivo Clash Royale    PB  6.9k subiendo   X Bow    Instagram  cristhian_.crtz   Sin equipo ,@cristhian_.crtz
4119,Carlyn Bustillos,Carlyn_B,59959736,683,Ingeniero Civil de la UC... Amante de la libertad y de los animales ! ❤ ... Mama de Alejandro Andres ❤️🥰Venezolana! 🇻🇪❤️ Instagram: @carlyn_g,21,Ingeniero Civil de la UC... Amante de la libertad y de los animales     ... Mama de Alejandro Andres  Venezolana    Instagram  @carlyn_g,@carlyn_g
4120,(~) Fran Bustamante,tildecl,104523446,287,"Diseñadora e ilustradora. A veces cocinera, otras costurera o tejedora. Instagram: @tildecl",21,Diseñadora e ilustradora. A veces cocinera  otras costurera o tejedora. Instagram  @tildecl,@tildecl
4121,Antonio Rojas,Qeroneo,119412587,750,@antorojasr en instagram,21,@antorojasr en instagram,@antorojasr
4122,Mundo Breco Chile,MundoBrecoCh,713477428241424384,506,Sede oficial de Mundo Breco en Chile. ¡Descubre más de Ana Brenda es sus cuentas oficiales! Tw: @anabrendac Fb: Ana Brenda Ig: @anabreco,21,Sede oficial de Mundo Breco en Chile. ¡Descubre más de Ana Brenda es sus cuentas oficiales  Tw  @anabrendac Fb  Ana Brenda Ig  @anabreco,@anabreco
4123,Luis Peralta,dotolmapache,1157632940,278,"Médico interno (UASD), siempre sincero.  Cada quien tiene una frase, que nos refleja lo que de verdad somos. 
          Instagram:   ↧ ↧ ↧ ↧↧ ↧ ↧ ↧ ↧ ↧",21,"Médico interno  UASD   siempre sincero.  Cada quien tiene una frase  que nos refleja lo que de verdad somos. 
          Instagram    ↧ ↧ ↧ ↧↧ ↧ ↧ ↧ ↧ ↧",NaN
4124,🔱Vixo🔝,VixoOlivares,4024204858,100,"31 años 🏋
Uniformado 👮
Estudiante en Duoc UC, Viña del Mar🏛
Ingeniería en Informática 📟📲📗📖
Viña del Mar, Chile
Ig: @vixo89",21,"31 años  
Uniformado  
Estudiante en Duoc UC  Viña del Mar 
Ingeniería en Informática  
Viña del Mar  Chile
Ig  @vixo89",@vixo89
4125,Dresh!,Dreshoso,60441044,104,Diseñador en Comunicación Visual / Puedes pelarme en Instagram: Dreshoso,21,Diseñador en Comunicación Visual   Puedes pelarme en Instagram  Dreshoso,@dreshoso
4126,Matías Acevedo,Matias_AcevedoC,3174764782,484,"♦ Tengo 17 años, nací el 2 de diciembre de 1997 ♦ Instagram: matias_acevedoc ♦ Shots: MatiasAcevedo ♦ SIGUEME Y TE SIGO ♦",21,  Tengo 17 años  nací el 2 de diciembre de 1997   Instagram  matias_acevedoc   Shots  MatiasAcevedo   SIGUEME Y TE SIGO  ,@matias_acevedoc
4127,Restaurant New City,Newcitylaserena,850404773836795904,231,"🍕Carta Variada y Dinámica
🍸Refrescantes #Cocktails
Instagram @restaurantnewcity
http://newcity.cl",21," Carta Variada y Dinámica
 Refrescantes  Cocktails
Instagram @restaurantnewcity
    newcity.cl",@restaurantnewcity
4128,spacedude.,AlwayswithRay,217231790,634,@_k3vinn en instagram,21,@_k3vinn en instagram,@_k3vinn
4129,Marce Garrido,marce_garrido,158175725,3549,"Míster teen Pacífic, modeloco, alegre y sociable snap:Marce.garrido.... Insta: Marce.Garrido...... Fb: Marce Garrido marcegarrido@outlook.com",21,Míster teen Pacífic  modeloco  alegre y sociable snap Marce.garrido.... Insta  Marce.Garrido...... Fb  Marce Garrido marcegarrido@outlook.com,@marce.garrido......
4130,Fernando Droguett,fenadroguett,192291011,243,"XXVI, English Pre service Teacher. Licenciado en educación. Tío de Amaro y Martín. ♏♥ snap: @fenadroguett  Instagram: @sirfena",21,XXVI  English Pre service Teacher. Licenciado en educación. Tío de Amaro y Martín.   snap  @fenadroguett  Instagram  @sirfena,@sirfena
4131,Ingrid_Fletcher,heartbeat_bts26,388402927,3906,"💙💙💙𝙻𝚘𝚟𝚎 𝙱𝚃𝚂💙💙💙
𝑨𝒓𝒎𝒚 𝒇𝒐𝒓𝒆𝒗𝒆𝒓, 𝑩𝑻𝑺 𝒄𝒐𝒍𝒍𝒆𝒄𝒕𝒐𝒓 
Instagram:
@ingrid_fletcher
@armycl_collector",21,"   
         
Instagram 
@ingrid_fletcher
@armycl_collector",@ingrid_fletcher
4132,Gerardo Beltran,LordGhery,592351351,425,Lo imposible solo demora un poco mas - @ColoColo                Instagram: lordghery,21,Lo imposible solo demora un poco mas   @ColoColo                Instagram  lordghery,@lordghery
4133,V. B. Gato Choi,bellschxi,2553417404,282,"Fashionist, writer and photographer. ✖️instagram//wattpad: bellschxi",21,Fashionist  writer and photographer.  instagram  wattpad  bellschxi,@wattpad
4134,Leo Herrera !,LeoCL27,290260429,425,"#CHI instagram LEOCL27 Amigo de la verdad, procuro ser sincero. Leonino de tomo y lomo, vida sana, deporte ! #ayudarnocuestanada",21, CHI instagram LEOCL27 Amigo de la verdad  procuro ser sincero. Leonino de tomo y lomo  vida sana  deporte    ayudarnocuestanada,@leocl27
4135,Alvaro Carvajal Foto,alvarocarvajalc,117110086,349,"Fotografo & Dj, Papá de Miranda y Vicente. IG @alvarocarvajalfotografo",21,Fotografo   Dj  Papá de Miranda y Vicente. IG @alvarocarvajalfotografo,@alvarocarvajalfotografo
4136,FSS-CCOO Galicia,fssccoogalicia,1121725606264287232,108,Federación Sanidade CCOO Galicia / IG: @fssccoogalicia / FB: CCOO Sanidade Galicia,21,Federación Sanidade CCOO Galicia   IG  @fssccoogalicia   FB  CCOO Sanidade Galicia,@fssccoogalicia
4137,Eme⁷💜ᴮᴱ🧈,Eme_cortes,1011876793035476992,112,"Fan account 

Sígueme 📷: Instagram @dearemec 💜",21,"Fan account 

Sígueme    Instagram @dearemec  ",@dearemec
4138,Vicente Villela,_vicentevillela,51457040,220,"Psicología Cognitiva 🧠
Mente y Conciencia 🧘🏻‍♂️
Meditación y relacionados 🍄
https://t.co/AcRK4fGwIN

Ig: @_vicentevillela
Yt: https://t.co/fYm55rJ7Tl",21,"Psicología Cognitiva  
Mente y Conciencia  
Meditación y relacionados  
    t.co AcRK4fGwIN

Ig  @_vicentevillela
Yt      t.co fYm55rJ7Tl",@_vicentevillela
4139,Super Consu Chan 💗🌟,superconsuchan,17835084,1198,Emprendedora Kawaii 💪💗🌈 JFashion Lover 💖 Ladronzuela de filtros en instagram 🙃🌟,21,Emprendedora Kawaii   JFashion Lover   Ladronzuela de filtros en instagram  ,@filtros
4140,Ernesto Meléndez,ernstomelendez,3089697234,871,Actor Chileno / oriundo de Pte Alto / Instagram: @melendezalvarez,21,Actor Chileno   oriundo de Pte Alto   Instagram  @melendezalvarez,@melendezalvarez
4141,María José Sobarzo,josesobarzoc,49851838,388,MAKE UP - HAIR - NAIL ARTIST instagram @josesobarzo / @josesnails,21,MAKE UP   HAIR   NAIL ARTIST instagram @josesobarzo   @josesnails,@josesobarzo
4142,Vitalink🧚🏼‍♀️,vitalyb1,1513694665,289,"🌹✨ • 18💁🏽
• Ig: @vitalyjbr",21,"    18 
  Ig  @vitalyjbr",@vitalyjbr
4143,1eraCuenta OfcChile,Yashua_Chile_of,828061927918166016,184,🇨🇱1ra Ofc Chile®🔥Padres-tíos Nos Siguen/Apoyan🛎Activa Las Notificaciones🛎(Instagram/Facebook/Twitter)🤘Mamasita Disponible Spotify~ITunes •#LUVers•19❤️,21, 1ra Ofc Chile® Padres tíos Nos Siguen Apoyan Activa Las Notificaciones  Instagram Facebook Twitter  Mamasita Disponible Spotify ITunes   LUVers 19 ,@facebook
4144,Mirko,Mirkooev,120494012,297,"English teaching 🖤
i love sports🤷‍♂️
I am a fighter and evfan🖤🖤
instagram: mirkooev 📱",21,"English teaching  
i love sports 
I am a fighter and evfan 
instagram  mirkooev  ",@mirkooev
4145,EIoṉ̲ Muʂⱪ ̲̲ 🇸🇴,fitoguz24,238855885,543,"Chileno 34 años, Chef, músico de oficio, doglover, PS4, amante de la fotografía y de las guitarras electroacústicas sexys ❤. 
Snap fitoguz25
Insta fitoguzman",21,"Chileno 34 años  Chef  músico de oficio  doglover  PS4  amante de la fotografía y de las guitarras electroacústicas sexys  . 
Snap fitoguz25
Insta fitoguzman",@fitoguzman
4146,∙🏮°┇𝙏𝙖𝙧𝙞𝙠𝙤_Art┇°🏮∙,Tariko_ART,774789403348787200,185,Dibujante de nivel medio bajo| Instagram @tariko_art soy más activo alli,21,Dibujante de nivel medio bajo  Instagram @tariko_art soy más activo alli,@tariko_art
4147,Lea contreras,Leitas_cs,366898813,199,"Fueguina de nacimiento y de corazón , penquista por adopción. Abogada de profesión👍
Instagram @lea_contreras",21,"Fueguina de nacimiento y de corazón   penquista por adopción. Abogada de profesión 
Instagram @lea_contreras",@lea_contreras
4148,Andrés Silva Guzmán,AndresSilva006,2372944412,3045,"Instagram: https://t.co/sW8BAG34gJ
Diseñador en Comunicación Visual en la UTEM, coloreo como pasatiempo 🖥️🖌️, me encanta jugar Tenis 😄🎾
-OPEN COMMISSION-",21,"Instagram      t.co sW8BAG34gJ
Diseñador en Comunicación Visual en la UTEM  coloreo como pasatiempo    me encanta jugar Tenis  
 OPEN COMMISSION ",NaN
4149,La Maja,lamajachile,722623520052789249,110,"Tienda de Sensualidad: Babydolls, lencería, juegos, aceites, afrodisíacos y más.
Facebook: lamaja.chile
Instagram @_lamaja
Lo Castillo, local 89, Vitacura",21,"Tienda de Sensualidad  Babydolls  lencería  juegos  aceites  afrodisíacos y más.
Facebook  lamaja.chile
Instagram @_lamaja
Lo Castillo  local 89  Vitacura",@_lamaja
4150,Ronzombie,zombierockny,1167022267,470,"amo la musika, el teatro, la pintura pro lo que mas amo s poder expresarme libremente.
Instagram @ZombieRockny",21,"amo la musika  el teatro  la pintura pro lo que mas amo s poder expresarme libremente.
Instagram @ZombieRockny",@zombierockny
4151,Josefa Brintrup🌟,Josefa_Brintrup,1949965760,493,Instagram: jose.brintrup,21,Instagram  jose.brintrup,@jose.brintrup
4152,Francisca Farfán U,francisca_cl,96235800,1155,"Animalista, 30 años, Recursos Humanos  @instagram/francisca_cl",20,Animalista  30 años  Recursos Humanos  @instagram francisca_cl,@francisca_cl
4153,Kurdt vas Normandy,kurdt_cl,275801377,414,"Ingeniero, Geek, Gamer, Intento de Mountain Biker, Exopolitico... De todo un poco. Quiere ver fotos? visite mi insta @kurdt_cl",20,Ingeniero  Geek  Gamer  Intento de Mountain Biker  Exopolitico... De todo un poco. Quiere ver fotos  visite mi insta @kurdt_cl,@kurdt_cl
4154,Alberto  Peralta,Doctorperalta,258615809,221,"Médico internista e intensivista, amante de mi flia, de la vida, de los verdaderos amigos y ante todo de Jehová Dios. Instagram @doctorperalta.",20,Médico internista e intensivista  amante de mi flia  de la vida  de los verdaderos amigos y ante todo de Jehová Dios. Instagram @doctorperalta.,@doctorperalta.
4155,Sol RS.,solsito_rojass,157121983,399,"Amo lo mio, asistente contable (la mejor)♡ Alba de ♡ Creyente en Dios! Futura Auditora!!! Mi hijo mi vida y mi motor de ser!!! instagram: solcillo_sant siganme",20,Amo lo mio  asistente contable  la mejor   Alba de   Creyente en Dios  Futura Auditora    Mi hijo mi vida y mi motor de ser    instagram  solcillo_sant siganme,@solcillo_sant
4156,Mónica Rivera,Monicavriverah,180498000,717,"Amo leer y las cosas coloridas.
Snap/Ig: MonicaVRiveraH",20,"Amo leer y las cosas coloridas.
Snap Ig  MonicaVRiveraH",@monicavriverah
4157,Oscar ✌🏻,Mynameis_Oscar,57794245,1134,I HATE EVERYONE! Instagram: oscarvillalonga,20,I HATE EVERYONE  Instagram  oscarvillalonga,@oscarvillalonga
4158,AutoCultivoFestival,Autocultivofest,3414248829,469,"No somos delincuentes !!! AutoCultivoFestival siguenos  en 
insta: https://t.co/9UkGcgovAh 
facebook: https://t.co/FDcZ42PzkP #AUTOCULTIVOSOMOSTODOS",20,"No somos delincuentes     AutoCultivoFestival siguenos  en 
insta      t.co 9UkGcgovAh 
 book      t.co FDcZ42PzkP  AUTOCULTIVOSOMOSTODOS",NaN
4159,Fico,fsotocellino,98136124,327,"Proyecto solista: Fico /
Guitarra y voces en ICARO DEL SOL
IG: @ficochile
Spotify: https://open.spotify.com/artist/6bD4Hb2YU5CnKv9BVuxTD2?si=QmQrIDBeReuhow0n1r6",20,"Proyecto solista  Fico  
Guitarra y voces en ICARO DEL SOL
IG  @ficochile
Spotify      open.spotify.com artist 6bD4Hb2YU5CnKv9BVuxTD2 si QmQrIDBeReuhow0n1r6",@ficochile
4160,Vale Saá Fabres🌵,valemsaa,741083176710328322,369,"HOLA SOY EL FIDEO🌜🍝🌛siempre puede ser la última vez. amo a la Monsita, Denise, Camila, Cote💘 instagram: v11.saa⚽️",20,HOLA SOY EL FIDEO siempre puede ser la última vez. amo a la Monsita  Denise  Camila  Cote  instagram  v11.saa ,@v11.saa
4161,clau ಠuಠ | OFF |,ClauTLIfan,1237931953,1036,"OFF | but you can follow this account @ClaudiaAzalean (instagram).
SOLO LO USO PARA FESTIVAL DE VIÑA Y SITUACIONES ESPECÍFICAS PARA INFORMARME.",20,"OFF   but you can follow this account @ClaudiaAzalean  instagram .
SOLO LO USO PARA FESTIVAL DE VIÑA Y SITUACIONES ESPECÍFICAS PARA INFORMARME.",NaN
4162,*Mizuki_Tokio*,Patata_swagger,824291937838632962,174,"My insta (Ahí igual subo weas xd): https://instagram.com/tokio_mizuki?igshid=1gxz4em1v3t4k
El medio link ahsksjsjsjsjs",20,"My insta  Ahí igual subo weas xd       instagram.com tokio_mizuki igshid 1gxz4em1v3t4k
El medio link ahsksjsjsjsjs",@1gxz4em1v3t4k
4163,ｆｒａａｎ ｂｕｒｇｏｓ,FraanBuurgos,75891469,960,"Actriz.
Personal Training. 
Instructora de Yoga Infantil.
Pedagogía teatral UC.
@fraanburgos en IG.
@deslenguadasof 

MPW.",20,"Actriz.
Personal Training. 
Instructora de Yoga Infantil.
Pedagogía teatral UC.
@fraanburgos en IG.
@deslenguadasof 

MPW.",@deslenguadasof
4164,Kiara Figueroa,Figueroakiara,901655804,196,Dios Ante Todo❤/25/Dios/ Facebook /Instagram /Chile❤Israel/MatiasFernandez,20,Dios Ante Todo  25 Dios  Facebook  Instagram  Chile Israel MatiasFernandez,@chile
4165,Poirot Escovedo,poirotes,120889169,3883,Periodista político. Hoy en @24HorasTVN. Lo que diga y comparta por acá es de mi exclusiva responsabilidad. Instagram: @poirotescovedo,20,Periodista político. Hoy en @24HorasTVN. Lo que diga y comparta por acá es de mi exclusiva responsabilidad. Instagram  @poirotescovedo,@poirotescovedo
4166,Isa Fuenzalid GH 🎈,IsaFuenzalidaGH,88765991,283,Maquilladora//Soñadora//23//Risueña//Media Loca//Outdoors instagram: mifghmakeup 💖//Makeup junkie//Doglover//L'essentiel est invisible pour les yeux//#MULTIFAN,20,Maquilladora  Soñadora  23  Risueña  Media Loca  Outdoors instagram  mifghmakeup    Makeup junkie  Doglover  L essentiel est invisible pour les yeux   MULTIFAN,@mifghmakeup
4167,Pedro Espinoza Tenor,PedroEspinozaG,621023509,545,Tenor Chileno. Profesor de IB Music St. Gabriel's School y Canto Academia Verónica Villarroel (Opera Singer/Theacher/Institutano) Instagram: @pedroespinozatenor,20,Tenor Chileno. Profesor de IB Music St. Gabriel s School y Canto Academia Verónica Villarroel  Opera Singer Theacher Institutano  Instagram  @pedroespinozatenor,@pedroespinozatenor
4168,kalku kochi,kalkukochi,556416145,306,"bakes! Apasionada por la cocina, atrapada por los sabores. passionate about cooking, mesmerized by food. the kitchen rocks🎸Instagram: @kalkukochi 🇨🇱 🇬🇧",20,bakes  Apasionada por la cocina  atrapada por los sabores. passionate about cooking  mesmerized by food. the kitchen rocks Instagram  @kalkukochi    ,@kalkukochi
4169,Javiera c:,ms21_javi,390393054,3447,"Soy una persona que tiene muchas  metas por cumplir. 
insta:  @javii_alexandra",20,"Soy una persona que tiene muchas  metas por cumplir. 
insta   @javii_alexandra",@javii_alexandra
4170,@clasoldog,csolariium,200739334,311,"Trabajador Social. 
 INSTAGRAM: clasoldog",20,"Trabajador Social. 
 INSTAGRAM  clasoldog",@clasoldog
4171,p.e.d.r.o,ChaoticPedro,3694742303,440,"👨‍💼Estudiante de Derecho 👨‍💼
20 años
instagram: p.venegasc",20," Estudiante de Derecho  
20 años
instagram  p.venegasc",@p.venegasc
4172,calum’s wife.,l0ustilinski,710642250624180224,489,instagram: loustilinski #flazéda,20,instagram  loustilinski  flazéda,@loustilinski
4173,Catalina Verdugo,nonosellamacvl,3324260099,116,solo disfruto lo lindo de la vida🌟                                            ig: catalina_verdugo,20,solo disfruto lo lindo de la vida                                             ig  catalina_verdugo,@catalina_verdugo
4174,ᴍᴀʀᴛɪɴᴀ,Marmedina22,1912814287,1469,"ATLÉTICO TUCUMÁN & el Pity Álvarez 🤘
📷Instagram: Mar.medina1",20,"ATLÉTICO TUCUMÁN   el Pity Álvarez  
 Instagram  Mar.medina1",@mar.medina1
