Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Theme
Twitter,https://twitter.com/jicp007/statuses/1500874506231029765,jicp007,3/7/2022 11:42 am,"azucenau Lo pero de todo esto es que hay muuuuchoooos pendejos que le siguen creyendo, por eso el sigue con sus discursos. Recuerden, la culpa no es del indio, sino de quién lo hace compadre.",Mention,Text Only,115,0,"Colonia del Valle, Mexico City, Mexico",Origen cultural
Twitter,https://twitter.com/DJDNL7/statuses/1500873116398104580,DJDNL7,3/7/2022 11:36 am,bartok_mlm @marianaliru No es racista. Defendiendo esto estás oprimiendo a las mujeres Afganas.,Mention,Text Only,201,0,"Iztapalapa, Mexico City, Mexico",Género
Twitter,https://twitter.com/DJDNL7/statuses/1500872898923352068,DJDNL7,3/7/2022 11:35 am,"bartok_mlm @marianaliru O qué en África hay racismo de Negros a Negros Albinos es racismo? O que En USA los negros son racistas con los latinos? Te compro que no hay que decir todos lo correcto es decir algunos negros, algunos blancos, etc o casi. Pero que en un País haya patriarcado por su gobierno. +",Mention,Text Only,201,1,"Iztapalapa, Mexico City, Mexico",
Twitter,https://twitter.com/DJDNL7/statuses/1500872437180899336,DJDNL7,3/7/2022 11:34 am,bartok_mlm @marianaliru Entonces decir que en Qatar hay esclavitud para el Mundial es racismo?,Mention,Text Only,201,1,"Iztapalapa, Mexico City, Mexico",
Twitter,https://twitter.com/DJDNL7/statuses/1500869629345943555,DJDNL7,3/7/2022 11:22 am,"bartok_mlm @marianaliru Y no es racista decir blancos? En todo el mundo va a ver opresión y no está bien, pero algo es opresión y otra cosa que se inventen eso. No se de que país eres, aquí en México hay opresión a las mujeres índigenas, hay trata de blancas hacia ellas. +",Mention,Text Only,201,3,"Iztapalapa, Mexico City, Mexico",Género
Twitter,https://twitter.com/rivero_vic/statuses/1500869326920110082,rivero_vic,3/7/2022 11:21 am,Oswaltol1 Eres prieto verdad?,Mention,Text Only,818,3,Mexico,
Twitter,https://twitter.com/DJDNL7/statuses/1500868022902398976,DJDNL7,3/7/2022 11:16 am,"bartok_mlm @marianaliru Una verdad nunca sera racista, machista, hembrista, etc. Que tú lo quieras meter así es tu problema. Según tu logica tampoco las cosas buenas podrías poner de ejemplo porque si mencionas una nación seria racista. Nos desviamos del tema pero no has respondido ninguna pregunta.",Mention,Text Only,201,1,"Iztapalapa, Mexico City, Mexico",
Twitter,https://twitter.com/DJDNL7/statuses/1500866076275580934,DJDNL7,3/7/2022 11:08 am,bartok_mlm @marianaliru Racista? La verdad no es racista. Como decir que las mujeres son las únicas que pueden embarazarse. Decir que la violencia no tiene género. No es exclusiva pero son los únicos donde todavía hay patriarcado. Comprueba que aquí en Occidente existe un patriarcado?,Mention,Text Only,201,2,"Iztapalapa, Mexico City, Mexico",Género
Twitter,https://twitter.com/normirbow/statuses/1500863651909152780,normirbow,3/7/2022 10:59 am,"Martulity @BiroloInes Fue así literal , sucedió q la vieron todas las clases sociales x el tema de” el tachero” y Mónica H Paz( Solita ), muy común esas historias de enamorarse del diferente ,siempre alguien se sentía identificado …",Mention,Text Only,526,1,"Bay Harbor Islands, Florida, United States",
Twitter,https://twitter.com/doriamdiaz/statuses/1500859754435993613,doriamdiaz,3/7/2022 10:43 am,"Me encanta ir al estadio pero odio con odio jarocho los insultos (sexistas, racistas, homofóbicos, etc...). Ustedes dirán desahogo, yo digo que son exabruptos innecesarios. #opiniónimpopular",Message,Text Only,2980,9,"Guadalupe, San José, Costa Rica",Sexodiversidad
Twitter,https://twitter.com/maryeztevez/statuses/1500859718360702980,maryeztevez,3/7/2022 10:43 am,"PodemosPueblo Neuronas Cuadri locas es un PELIGRO,un engendro traumado,acomplejado y feo",Mention,Text Only,1001,0,"Colonia del Valle, Mexico City, Mexico",
Twitter,https://twitter.com/drguillenvargas/statuses/1500854269125160963,drguillenvargas,3/7/2022 10:21 am,"El racismo en tiempo de crisis. Este es una cara de Ucrania que el mundo se niega a mostrar.

https://t.co/y5zkp665pt",Mention,Link,1076,3,"Las Delicias, Baja California, Mexico",
Twitter,https://twitter.com/Lilie_Mtz/statuses/1500852742885154818,Lilie_Mtz,3/7/2022 10:15 am,"🍃🇲🇽 Donde está la lógica de los que se quejan y critican: “López es de lo peor, pero que se quede !
Es ignorante, arrebatado, vengativo, resentido, NEGLIGENTE pero que se quede! 
NO HA CUMPLIDO nada de lo que prometió, pero que se quede! “ 🇲🇽🍃 https://t.co/mAPhBBZlJa",Message,Photo,1137,37,"Magdalena Contreras, Mexico City, Mexico",Backlash
Twitter,https://twitter.com/_FerLeonMex/statuses/1500851689045344267,_FerLeonMex,3/7/2022 10:11 am,"wendyroac Así con el miserable resentido, desperdiciando una gran oportunidad de quedarse callado.
#AmloLaVerguenzaDeMexico",Mention,Text Only,70,0,"San Nicolas de los Garza, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/gironsoto/statuses/1500848204497182722,gironsoto,3/7/2022 9:57 am,"madox27hotmail1 No lo es tanto. En estas condiciones de capitalismo financiero parásito, hasta los obreros son seducidos por las salidas fáciles del racismo, violencia y exclusión.",Mention,Text Only,755,4,Guatemala,
Twitter,https://twitter.com/jorgesonora/statuses/1500848182040748032,jorgesonora,3/7/2022 9:57 am,"elbasiliogmas Los medios claves están en neutralidad, tienen la esperanza de que les tiren para las sodas y los medios resentidos pues están en la nómina ✌🏽",Mention,Text Only,338,2,"Miguel Aleman (La Doce), Sonora, Mexico",Backlash
Twitter,https://twitter.com/AsociacionFe/statuses/1500845207629316101,AsociacionFe,3/7/2022 9:45 am,"El Día del Juez Mexicano es una celebración que enaltece, simultáneamente, una de las virtudes más nobles del individuo y una de las aspiraciones más elevadas de la raza humana
¡Muchas felicidades en su día!
@torresmata01 
#igualdad #JusticiaParaTodos #DerechosHumanos #juzgadores https://t.co/8PT0HEkXQL",Message,Photo,190,3,Mexico,
Twitter,https://twitter.com/JuampiSwan/statuses/1500837729860415488,JuampiSwan,3/7/2022 9:16 am,Remin_Van @cryagain_1 @AgustinLaje Eso cuando no le cancelan conferencias por andar divulgando mentiras y calumnias para justificar la discriminación hacia la comunidad LGBT.,Mention,Text Only,351,1,"Magdalena Contreras, Mexico City, Mexico",
Twitter,https://twitter.com/migueldiaz751/statuses/1500836415717863424,migueldiaz751,3/7/2022 9:11 am,"SmogMagica Eso es discriminación.!!!!!
Ja ja ja ja https://t.co/oAqJYBYZW1",Mention,Photo,472,0,"Jesus Maria, Aguascalientes, Mexico",
Twitter,https://twitter.com/hectordelvalle/statuses/1500835377694736385,hectordelvalle,3/7/2022 9:06 am,"Por ahí en Palacio Nacional, hay un cobarde que le teme a las mujeres que, hartas del acoso, de la indiferencia del gobierno y de las diferencias y discriminación de las que son víctimas, salen legítimamente a protestar. https://t.co/uuCAge32d2",Message,Photo,843,3,"Mexico City, Mexico City, Mexico",Género
Twitter,https://twitter.com/KeNnEtKdA/statuses/1500829382381903872,KeNnEtKdA,3/7/2022 8:43 am,elmavengador @delfihl @AnitaSicilia Hace daño porque es una maldita generación de cristal y resentidos de mierd* .... Simple y sencillo,Mention,Text Only,480,0,Guatemala,Backlash
Twitter,https://twitter.com/RosyLauraC/statuses/1500827495678963717,RosyLauraC,3/7/2022 8:35 am,"La participación de las #MujeresIndigenas #MujeresAfromexicanas  será fundamental para la transformación de los usos y costumbres que las han sometido en una sociedad que permite la discriminación y explotación de su trabajo. 
#URGENTE
#CulturaDeDerechosHumanos
 @PMovimiento 👇🏽 https://t.co/S8h8dosDjF | QT: El documental “Mujer de tierra” retrata la vida de un grupo de mujeres indígenas nahuas que por generaciones ha mantenido con vida el oficio del bordado.

#AlAire | Conversamos con Evelyn Mercedes Muñoz Marroquín, directora de cine documental.

📻 96.1 FM https://t.co/D2iCIaCZJQ https://t.co/nXWWRlle2o",Message,Link,2056,9,"Miguel Hidalgo, Mexico City, Mexico",Género
Twitter,https://twitter.com/MarisolDAlvz/statuses/1500817358969057283,MarisolDAlvz,3/7/2022 7:55 am,"Mas grasa en el Estado.
FUSADES:""Genera una presión mayor hacia la informalidad, la pobreza y la migración"".
https://t.co/LM4XZXH5W3 vía @prensagrafica",Message,Link,1036,0,"Cuscatancingo, San Salvador, El Salvador",
Twitter,https://twitter.com/OmarAlcarazI/statuses/1500815224718376961,OmarAlcarazI,3/7/2022 7:46 am,"CarlosVinicioAR @Club_Queretaro Y eso como para que nos sirve, cuando hay una directiva ellos son los responsables, Los simios son los responsables esos que apoyan a la 4T , esos resentidos sociales, esos inadaptados, esos retrasados mentales nos privan de un deporte familiar para la población",Mention,Text Only,188,3,"Santa Rosa Jauregui, Querétaro, Mexico",Backlash
Twitter,https://twitter.com/Francis85879724/statuses/1500804410653433863,Francis85879724,3/7/2022 7:03 am,"Faitelson_ESPN En Qro la gente es violenta, la violencia encabezada por su actual gobernador. Era cuestión d tiempo para q los Queretanos mostrarán su vileza,siempre han sido gente elitista,racista,clasista y violenta. Eso es Querétaro una sociedad conservadora, doble moral incluso Xenófoba",Mention,Text Only,285,0,"Soledad de Graciano Sanchez, San Luis Potosí, Mexico",
Twitter,https://twitter.com/Francis85879724/statuses/1500803965361000452,Francis85879724,3/7/2022 7:02 am,"KarlaDeLaFuen16 En Qro la gente es violenta, la violencia encabezada por su actual gobernador. Era cuestión d tiempo para q los Queretanos mostrarán su vileza,siempre han sido gente elitista,racista,clasista y violenta. Eso es Querétaro una sociedad conservadora, doble moral incluso Xenófoba",Mention,Text Only,285,0,"Soledad de Graciano Sanchez, San Luis Potosí, Mexico",
Twitter,https://twitter.com/Francis85879724/statuses/1500803583012397056,Francis85879724,3/7/2022 7:00 am,"KarlaDeLaFuen16 En Qro la gente es violenta, la violencia encabezada por su actual gobernador. Era cuestión d tiempo para q los Queretanos mostrarán su vileza,siempre han sido gente elitista,racista,clasista y violenta. Eso es Querétaro una sociedad conservadora, doble moral incluso Xenófoba",Mention,Text Only,285,0,"Soledad de Graciano Sanchez, San Luis Potosí, Mexico",
Instagram,https://www.instagram.com/p/CazTvlXKLwY/,,3/7/2022 6:55 am,"Borremos el #racismo del #lenguaje. ¿Te has parado a pensar que todo lo que lleva el término ""negrx"" implica connotaciones negativas? (Véase negro/a en el diccionario de la real academia española. Se lucen los señoros de la RAE.) Ya basta.

Las #mujeres nos sentimos oprimidas, cada día, por un lenguaje #machista y #misógino que nos discrimina. 📝📝Nuestras compañeras racializadas sufren doble opresión. Ser feminista no nos exime de tener actitudes y comportamientos #racistas y #colonialistas.🙄

Revisémonos todos los días. El feminismo será antirracista o no será.✊🏿✊🏼✊🏽✊🏾

Con claritina22

#FeminismoAntirracista #Mujeres #Interseccionalidad #LenguajeRacista #Sororidad #Hermanas #EducaciónFeminista #Imparables #DíaInternacionalDeLaMujer #NiUnPasoAtrás #VivasYLibresNosQueremos #DerechosParaTodas #Feminismo",Message,Photo,0,126,,Género
Instagram,https://www.instagram.com/p/CazTLu9tfwS/,,3/7/2022 6:50 am,"🌎👱🏼‍♀️INTERSECCIONALIDAD👱🏿‍♀️🌍

""El feminismo será antirracista o no será."" - Angela Davis.
. 
. 
.
.
. 
.
.
. 
¿Qué te ha parecido el post? ¿Alguna vez te has sentido discriminada por tu raza, tu clase o tu orientación sexual? Leo y contesto a vuestros comentarios. ♀️✨

#feminismo
#feminismointerseccional
#racismo
#mujer",Message,Photo,0,111,,Género
Twitter,https://twitter.com/JuampiSwan/statuses/1500775101595361290,JuampiSwan,3/7/2022 5:07 am,"santiagonavajas Tanto le arde la sexualidad ajena que tiene que recurrir a falacias para justificar su discriminación.
Okeeeeeeey",Mention,Text Only,351,1,"Magdalena Contreras, Mexico City, Mexico",
Twitter,https://twitter.com/F01Estrada/statuses/1500737103688204289,F01Estrada,3/7/2022 2:36 am,Ya no somos de la misma clase social JAJAJA,Message,Text Only,22,3,Mexico,
Twitter,https://twitter.com/eloriginalgabot/statuses/1500735095560445957,eloriginalgabot,3/7/2022 2:28 am,"Y se ofenden @TenochHuerta, @LaMZapata, el torcido de @laurelyeye, @poderprieto_mx y demás broza, de que nos dé ASCO los prietos. https://t.co/PUmBTOP4Jl | QT: Y @TenochHuerta sigue mamando qué ""los blancos privilegiados"" son los malotes, ah y también los pendejos de @laurelyeye y @poderprieto_mx
Se les cae su campaña divisoria y de victimización, ahí tienen, sigan empoderando y decir que los morenos son angelitos buenos https://t.co/S2ooeMlmQ7",Message,Link,211,5,"Ixtapa, Jalisco, Mexico",
Twitter,https://twitter.com/jupa1793/statuses/1500716748995280897,jupa1793,3/7/2022 1:15 am,"XalapaMusicaRAG @leonelangello9 @FelipeCalderon Última interacción? Obvio por carecer de argumentos validos y sólo defender al kks con su trillado ""usa vitacilina"" todo por un salario de pobre, piérdete color cazuela a seguir besando el escroto del vgtogt!",Mention,Text Only,173,0,"Casa Blanca, Puebla, Mexico",
Twitter,https://twitter.com/Mau_Rancor/statuses/1500708557376954374,Mau_Rancor,3/7/2022 12:42 am,"BorisAlonso77 El ser humano es lo peor que existe, me atrevo a decir que no creo que exista otra raza en el universo así de estúpida y que se mate entre sí y menos por un partido de fútbol",Mention,Text Only,98,1,Costa Rica,
Twitter,https://twitter.com/BatusaiWong/statuses/1500701786927247361,BatusaiWong,3/7/2022 12:16 am,"lilaabed Más racismo, y faltas de respeto al pueblo de Rusia",Mention,Text Only,56,0,Mexico,
Twitter,https://twitter.com/SKILXVI/statuses/1500700756562829315,SKILXVI,3/7/2022 12:11 am,Albatroz_X Mejor ven a mi casa hijo de puta vas a llevar a tu porra??  Pinches cobardes frustrados y acomplejados,Mention,Text Only,12,0,"Irapuato, Guanajuato, Mexico",
Twitter,https://twitter.com/QuetzalRocko/statuses/1500700371655745542,QuetzalRocko,3/7/2022 12:10 am,"Si lees esto … ojalá estés enterado que: eres súper machista, clasista, racista y súper misógino… y que no me creó ni de coña tu vibra buena ondita…",Mention,Text Only,201,0,"Xalapa de Enriquez, Veracruz, Mexico",Género
Twitter,https://twitter.com/QuetzalRocko/statuses/1500698700699553792,QuetzalRocko,3/7/2022 12:03 am,"A mí, no me vengas a decir que soy válido, por qué pertenecemos a la misma clase social… perdona, pero si crees qué hay niveles, no estamos en el mismo.",Mention,Text Only,201,1,"Xalapa de Enriquez, Veracruz, Mexico",
Twitter,https://twitter.com/PtterMTheWolf/statuses/1500697724353712129,PtterMTheWolf,3/6/2022 11:59 pm,terrazas_prieto @AntonioAttolini @PatyArmendariz Que pinche verguenza para ustedes,Mention,Text Only,2049,0,"San Luis de la Paz, Guanajuato, Mexico",
Twitter,https://twitter.com/pinello13/statuses/1500696553631236096,pinello13,3/6/2022 11:55 pm,"En el CIDE se han encontrado investigadores y profesores clasistas, racistas y hasta violadores. Lo experimenté de primera línea. https://t.co/ocHVa9HgGc | QT: Contralínea y contra el compromiso de informar. Esto es una vil mentira diseñada para engañar a quienes ya tienen un prejuicio. Qué pena. https://t.co/sT4aozqGK3",Message,Link,657,1,"Ecatepec, México, Mexico",
Twitter,https://twitter.com/JuampiSwan/statuses/1500693590279872515,JuampiSwan,3/6/2022 11:43 pm,"TxikitodeEibar @jsha_official @AlfreSierraA @DeMorisqueta @Beeleth1 @AmerangelLorenz Hilarante que invisibilicen a los hombres trans con tal de justificar su discriminación.
Los percusa y su comedia involuntaria.
Patéticos",Mention,Text Only,351,1,"Magdalena Contreras, Mexico City, Mexico",Género
Twitter,https://twitter.com/eliud_aguilera/statuses/1500692699988611074,eliud_aguilera,3/6/2022 11:39 pm,luizz_sm Ayer comí mariscos y un clamato con Indio https://t.co/S77P8a7qy6,Mention,Video,550,1,"San Nicolas de los Garza, Nuevo León, Mexico",Origen cultural
Twitter,https://twitter.com/ReinitoDeBarrio/statuses/1500691643359535104,ReinitoDeBarrio,3/6/2022 11:35 pm,"Ese publicitado exhorto futbolero a que te odien más tus rivales, a mí siempre se me ha hecho algo cargado de violencia con un tácito sentido de inferioridad y de resentimiento hacia los demás. Pero luego me dicen que exagero.",Message,Text Only,223,0,"Colonia del Valle, Mexico City, Mexico",Backlash
