name,twitter handle,id,followers,bio,influence score
Elman J. Montiel K,ElmanJeffrey,2178963486,5,"Ing. Agronomo
Trabajo en Financiera Credi Facil Supervisor de Creditos, Región Zona Centro 
Juigalpa",16
Auxi Uriarte,auxiuriarte,910332216567267328,18,Nicaraguan 🇳🇮,16
Panchitøp,FranOrozco01,784881966021742592,199,U know who i am,16
Kellner,KellnerNB21,1005967357737619456,7,,16
WBnica,WBnica,1011408386490077184,10,"Siempre en busca de verdadera libertad, democracia, justicia. Ing. Estr. Lectura de historia universal.",16
Julio César,TardencillaNi,1002722721371971585,55,Activista social y político. Ex Coordinador del Movimiento Humanista Nicaragüense.,16
mmmmm,JuanCas44117739,1060905708462465029,102,,16
Kenia 🐝,kenia_garzia,77919000,124,Me quieres y te quiero mas de lo que ya te quierooo ✌️,16
xime🦩,XMMatus,987371689494437889,156,,16
Rock Dre,LuisDre3,847992361665822724,391,"Puro rock
 #LigaDeGuerreros",16
Gaor Obando,GaorObando,788544345599336448,185,Amante al café ☕️ y a los atardeceres en el mar.  ☀️ Piscis ♓️ pero no pendejo. 🤘,16
Josue Salazar,Jc17Salazar,477881033,67,"La vida es muy corta como para preocuparse por los problemas.!
#VivaNicaragua .!!",16
Palomita guasiruca,PalomitaNic,632263912,10,,16
Luar,Lucasfar23,1075096668486418432,38,"Administración De Empresas 🚛✈🚢
Edad: |24| años ♒, Idealista
Nicaragüense 🌋🏞🏞
Cada quien es dueño de su propio miedo",16
Marcos,malvaab,73463043,3,,16
Luis A. Cuarezma,CuarezmaLA,901973556543803392,40,Soccer Music Latino Music,16
Arlan JLV#El Capi👨‍✈️,arlan_lv,830940466564710400,12,Denle guardar en el Diskey! 💾,16
Fernando Jose,jose_roblet82,1121602166,62,"Me gusta poder hacer amistades sinceras, que deberas deseen tener una verdadera amistad, tengo 38 años.",16
Popote,Popote37157113,876106616675995648,15,"Parturient montes, nascetur ridiculus mus.",16
Engels,xEngelSx,82125473,8,Que ay :D xWanteDx estando freskito xD,16
seguidor de Rubén D.,RubenDNICA,960625978690166784,11,"Aportemos un granito de arena y una gota de agua a Nicaragua... seremos un mar. 
+ Empatía + servicio",16
Peter Jungla,BoacoAzulyBlanc,990258060286455808,39,"Boaqueño de pura cepa, Vivo de gratis en la cabeza de cada sapo boaqueño, no pago alquiler y eso es bueno. Estoy en el Parque.",16
Margarita Mejia B,mmejiab54hotma1,1041127903826591744,7,,16
Ronald Alvarado🇳🇮,RonaldNicaragua,1010653159126196224,45,Amante de una Nicaragua Libre 🇳🇮🇳🇮🇳🇮 18 de Abril Por Siempre,16
Johnny,JohnnyCaballe16,1021440003640045570,52,Nicaragüense por gracias de Dios!,16
Yeiling🍒,_cafeconlecheee,1143283673384521732,239,"🇳🇮
Nicaragua es mi cuerpo, Masaya mi corazón ❤",0
𝒫𝒶𝓈𝓆𝓊𝒾𝑒𝓇,LlyPasquier,1224922677481287683,58,The end is just the beginning.,0
Abeja reina,_fitfat,1169435688200278016,868,Nueva cuenta. Ig: max_somarriba,0
edu04082010,e04082010,1343943185136021504,17,“🇳🇮 ⚖️📷🪴El camino así es...” GIRASOL,0
CI Nicaragua,ci_nicaragua,1298001974697185280,200,Somos un espacio que promueve la innovación y el talento humano en el desarrollo de ideas creativas y tecnológicas.,0
Gi0m,Gi0m_ow,1301649453984755712,1,Overwatch player|| sus/impostor || Nicaragua 🇳🇮y partidario de la reunificación de Centroamérica,0
Deadpool Malo 🇳🇮😾💜,CairoAlvarado19,1280271788564504577,102,,0
Lyna Mairena Amador,AmadorLyna,1295521036222566401,53,que lindo que es vivir😍😍😍,0
YESHUA ✝️,El_es_yeshua,1281637940137951233,6,"Mi amado, el más bello entre millares
 ✝️=❤️",0
Alberto Rojas,yajuda,171935890,22,,0
Mario suarez solano,Mariosuarezsol5,1366778333413916687,1,soy divertido,0
Val,Valksun,1389391575394959360,39,✨🌈,0
Xavier Serrano Jaime,XavierSerranoJ2,1393037878817603585,1,,0
PLZ CAN SOMEONE HACK??!,CanSomeoneHack,1298307908430635008,14,"Can someone hack my (ex|boss|mom)'s (facebook|youtube|twitter|insta) ???! Come on, be the hero! Right these wrongs!!111111

#infosec #insecurity #hackers #lulz",0
SSandino 🇳🇮,Sommerwild,1152549847863574533,643,"📝@albardanica | 💖@viandurbo26 | Apoyo crítico al feminismo radical transexcluyente y al PCCh. | Estatolatría, Albardanería, Nacionalismo. 🇳🇮☝️",0
Héctor Ortiz,thor0391,1221521072790671361,86,"En constante aprendizaje y crecimiento.
Preguntame y veré si lo se. Si no, te ayudo a buscar la respuesta.
Adicto a los viajes ✈ Aunque sea solo Nicaragua. 🤭",0
🅰️ngeles,ngelesM3122,1129358468522160130,335,Cada quien su camino y su experiencia !,0
M.A. 💼👓🎩🏡🏥🇳🇮,ElvinMed007,1212062607374340096,13,"#Multifacetico 
Amante de la buena lectura y el saber.",0
Heimily Sánchez,SanchezHeimily,1321808195170553857,14,22 🦋 / NIC,0
come mango,Jaimearauz12,1216391571773501441,69,9.3/4,0
Mauricia Valladates,MValladates,1182513071518027782,9,"Mi sinceridad,mi Alegría,mi honestidad",0
Valery Reyes✨,VAL_REYEST,1267181336500023299,10,Amante al clima lluvioso🥰,0
FRITANGA,Srfritanguero,985879861347700736,7,motivar a los que están sin ánimo 💪🏿,0
Min Yoongi,SuniClr,1079593596339347456,1,,0
Robert Hanson,RobertH97153012,1073032212340183041,3,"The person I'm make me special ,every day I wake up I said thanks to God for the beautiful day..",0
EL VIKINGO,zidanizator,1320132126994477058,2324,"Madridismo Cardíaco ⚽️ 
Clarividente 👀 y noctámbulo 🦉
Entra🚪 que hace mucho frío fuera del Madrid.",0
👩🏻‍💻Alejandra,MiDigitalYo,1278839381567168512,60,Viviendo el arte de aprender #Comunicación #MarketingDigital #CM,0
Cubo,CuboPalangana,1177971885000278016,92,Así es. LG(B)T(A)+ (He/Him),0
Aguiluz Karen,KarenAguiluz2,1299014869023416321,207,Aguiluz,0
MARLON RODRIGUEZ,marlon_nica,778748942947266560,1,,0
Esther 🦋,estherjiron16,1229049611601547264,390,"No hay mucho que decir, hay mucho por hacer.",0
claverito🌱,marxina_,1033385780075524099,217,elegidos para la gloria 🦋,0
El_Flaco;),Amopic23,1103671639278043136,303,🎶musicaUniversal. 🦷procesando                    maje🇳🇮    mochilero⚓️. Católico Soy🇻🇦🙏,0
Valentin Toruño💫,ValentinToruno1,1154940756190212096,85,"sin preocuparse, es como hay que vivir 🐷",0
Carlos F.,CarlosFSaravia,1320369531991298048,11,"《Sígueme en el viaje》
Nicaguense por gracia de Dios.",0
Victoria Obando Valverde,VictoriaOband18,1165831836553175040,2677,"Activistas DDHH. Causa justa por más desfavorecidos, los niños de la calle, mujeres rurales, madres de los asesinados y los Presos Políticos.",0
Salvadorh009,salvadorh009,1233962909144842242,16,"TEFL, Nature Lover",0
alejandra tercero,negra_carmesi,1281414736907776000,81,,0
hansell,24Hansell,2502074158,22,siempre aceptando los retos,0
Jhovanny García,JhovannyGarca5,1307722484523900929,20,,0
DripTyL 🔥😈🤙,ForTyLx,1369615050353369098,156,"For TyL en YouTube ⚀  |

FxrTyL en Twitch.⚅  |   @ tejeeroo.mdrzz en IG ⚁|  Shitposter Edgy Profesional (Titulado)",0
Mr. Montenegro🥀,RalMontenegro18,1231259319133491200,636,Ig: mr.montenegro_🇳🇮,0
lovemanhwa,lovemanhwa1,1351767214605668352,2,,0
Kumii,Kumiikislap,1303622779699441665,133,"Baguhang Bahista at Mangguguhit.
http://youtu.be/R0Ep6IkZncU
 Pfp: Lola Lyrica",0
𝖭𝗂𝖼𝗈🦋,R_Chamorro25,1252415322130350080,322,🇳🇮,0
Ilsa Pikki,Solangeilse,1094349218888802304,63,"I got it.
ilsabakes.
ilsa.episode.",0
Milton Mendoza,MiltonMencar,1016509205430325248,0,"Nicaragüense por gracia de Díos. 🇳🇮
Apartidista, Deliberante.
Master Admin RRHH.
Profesional de la salud mental.
Profesional del derecho.",0
@lex G M,lexGM4,1357913117347508225,0,serieda y umor jjjj,0
aurora arguello,aurora82726684,1092241687039090688,2,,0
Elena Villalobos,Elena37816564,1300212145452449793,3,una mujer vive el dia a dia,0
Luis Mauricio Espinoza Darce,lespinoza_darce,1286046615619407872,1,"Los exitos de la vida no son otra cosa mas que trabajo duro, Disfrazados de buena suerte.",0
𝕄𝕣_505,piercetheroy,1267620219217903617,2,"I can write everything  I want here, so up to you if you'll read me or not",0
Pablo $aucecobar,pablosaucecobar,1192707833818734592,679,“For all have sinned & fall short of the glory of God.” Romans 3:23,0
ree⁷ ♡ min | •clownshit era,jccntae,1319262951597981696,1275,"she/her  •    🌿᎐݊ ❏   鿄   home  ꀯ   ❤︎ 𓂅   | °  vgc ✰  
 
lomls:shan,yna,eli,ely,pia,aphro,phoebe, el,jade,bry,chuki,franz,gwyn,xie     @prkxjm7 : mah bestiee",0
𝙈aitē,maite_sozaa,704181791574220800,300,•𝑨𝒎𝒐𝒓 𝒄𝒂𝒆𝒄𝒖𝒔 𝒆𝒔𝒕. 𝑶𝒅𝒊𝒖𝒎 𝒒𝒖𝒐𝒒𝒖𝒆 𝒄𝒂𝒆𝒄𝒖𝒎 𝒆𝒔𝒕•. ~MATAGALPA~,0
1001🌙,Abi0178587341,1292251249509904386,146,🇳🇮🔥,0
Meyvin David Centeno,DavidMeyvin,842145053820743680,139,Dios es bueno todo el tiempo y todo el tiempo Dios es bueno 😍😎,0
Karibel,Karibel82383570,1308392089835712513,25,me encanta el cine y leer.,0
JUAN RAMON TELLEZ SEVILLA,juanrasevilla33,2151580844,10,"Soy ingeniero en Electronica, con especialidad en telecomuicaciones celular y alambrica.",0
Angel Evaristo Gallo,EvaristoGallo,851984333745385472,66,no sé,0
jose angel padilla rizo,joseang79688893,1250697302538424327,35,,0
Lennys Salazar,lennys_salazar,977471792,5,Soy una persona tranquila....,0
Carlos Baltodano,BaltodanoCarlo,866352434070913024,33,vive hoy pelea mañana,0
Martha,Martha69584265,1379544795677360135,29,,0
Marcos A. Cruz,MarCruzNic2_0,1377787935802716164,1,"Hello there and welcome to my Twitter profile, I'm Marcos and here we defend our revolution and our victories achieved. Please, Follow me in my main TW account!",0
heurt luna.,itreallyHeurt,1263470052097089536,45,collecting the moments.,0
Cielito Nica,CielitoNica,1239644304651493383,393,No desees el mal.,0
Anye♡! POV:riBBon🌈,Anyeling9,1220217922515349510,210,"7 OR NOTHING🐥💚
JB🌴  MT🐰 JW🍓 PJY🍑 CYJ🌙 BB🐍 KYG🐜  GOT7🌎
Selena Gomez 💖 RV❤️",0
Shirley Rizo,ShirleyRizoTN8,1154751856901533696,184,Periodista de @canaltn8 y http://TN8.tv,0
KP,amedpichardo,1017441492053487623,1060,Dios no se muda.,0
Loyola46,iglopo46,541458366,21,,0
Fatyty,FatytyGuevara,1394130754607763457,2,"Al que obra bien , le va bien 🙌🏻
Mamá 🧒
Made in Chinandega 💅🏻 
Cantar 🎤🎵
Radio 📻
Que se rinda tu madre 🇳🇮",0
jeon sun hee,Raquel94759478,1135264114673180673,71,💜BTS_LOVE💜💜JUNGKOOK💜JIN💜 BIASED💜,0
Miguel Perez,MiguelP11862752,1279475284174090249,49,"Miembro de @alianzaAJEN.
Ex/Estudiante de Derecho.",0
Carlos Bustamante,maayother,99721081,28,,0
Cecilia Sequeira,CeciliaSeque1,827263800327884802,6,,0
Jacques Gallard,gallard_jacques,4478022252,6,,0
Tanya Raquel Diazh,DiazhTanya,1373428063686496265,137,"God is my guide 💜🇳🇮
⚾️admiro a Jonathan loaisiga @loaisiga43_.Nicaraguense por gracia de Dios🇳🇮.
 fan del actor @fratC🇫🇷🇹🇷
fan del artista @tarkan🇹🇷",0
La Shany,ToothFairy1996,1223764199597379584,231,Bluefields•🇳🇮•Psalm 27:1•🦷•💄•📸,0
Giancarlo Valle Calderón,GiancarloAl1991,1354841146372091904,202,"Médico Pediatra 👨🏻‍⚕️
Católico, Provida 💙",0
lil homie🐌 erin,alecstatas,1341876128156364803,97,17 (she/they) @matteroftime_ai @fxtalovesong,0
Juan Esbert,juanesbert,2259047780,98,Terrícola y diseñata lunático. Le doy duro al branding en @saffronbc. Hablo y respiro sin bozal,0
Soymara Trujillo,kstrujillo,1251426308011196421,9,,0
Rubén Vargas,RubnVar67150599,1212617044283150337,20,Nicaragua 🇳🇮,0
Georgina🦕,geoherrera_07,1192924978854973441,41,nothing and nobody ت︎,0
DepreSith,DepreSith,1349148063512854529,802,"SyR ✊🏻💜 Rock/Metal
FrikiAsFuck",0
Zamora.,zamora0420,1208877633326460929,135,Blooming.,0
Aleyjoss,geche2018,1079152484952825856,7,"Trabajando en negocio propio,Venta de camas y Colchones Indufoam, Electrodomésticos,Contado y crédito,precios accesibles",0
Anthony R. Martínez,anthonyrmartnez,1129766857010024450,84,1️⃣9️⃣ años | ♎ | 03.12.17 💖 | DJ | Videografo 🎦,0
Joelmir Monterrey,JoelmirMG,1285014482540953600,33,,0
Ricardo Alvarado,ricardo_al13,1127407641469304834,35,🇳🇮,0
Karen Alvarez,alvarezkaren29,284138571,86,"mom of 4 , wife, crossfitter and vegan😊",0
Brenda Sequeira,BrendaSequeira9,1373322462839062529,4,Dios es mi fortaleza 😊,0
Hongpure,Hongpure1,1393350941173338115,7,CONSERVADOR-LIBERAL 💙🇳🇮💲🔃✡,0
Janior Ramon Cano.,27Dic01junio,1345834125870190597,2996,"#BESTWARRIOSTEAM   ......me gusta tener amistades...soy bastante sociable, amigo.",0
K💫,Kendra45976390,1226549224579444736,321,"Bluefields - Nicaragua 🌴
• Lic. Química Farmacéutica 👩‍🔬
♥️🖤",0
Laura🐾,Lauretrilla,1220317712339161094,44,"“No conozco a la mitad de vosotros la mitad de lo que desearía, y lo que deseo es menos de la mitad de lo que la mitad merecéis”",0
Osmin José,OsminLeiva1,1255982974522310659,495,,0
Nohelia ❤🖤💯❤🖤🇳🇮🇦🇴,nohesanchezfsln,1284932939264995329,265,,0
Margarita 🌼🍁,MartaPrezUrbin1,1403395258981965833,1,La poesia,0
jen.,pwarksunflwr,1313991939356852229,230,ela/dela.,0
Alexander Gómez,XanderCiud,1267977149237137410,281,Abogado | Miembro de @CxLibertad | Fundador @JxLNicaragua | Ex Secretario Municipal CxL Granada #NuncaMásDictadura,0
Daxane 🇳🇮 🍋💋🥁,_CastilloDaxane,1278493436807708677,382,"┊┊⋆ ✧　 　 · 　 ✧　  ★ * 
                 
┊☆ *　　 * ⋆ * . *　✦
            
┊┊★ *     ✧　 　 · 　 ✧　✵ 
        
┊┊* . *　✦☆ ° ✧　 　 · .",0
INACSJINOTEGA,INACSOFICIAL,1225604822616989697,125,Para uso educativo exclusivamente.,0
Ⱥɍɇn Ƀɉøɍn Łóᵽɇƶ ❤️🖤🇳🇮❤️🖤,zacharo07,211033042,274,"Imperfecto, diferente, en pocas palabras HUMANO",0
Junior Jiménez,junhiorj2,1284135222603325440,347,¡VIVA NICARAGUA LIBRE! 🇳🇮,0
JosephCrouz,josephcrouz,883193682,130,,0
David Vargas🇳🇮,DavidVa01486498,1216397516784185344,171,Nicaragua (Granada) 🇳🇮/ 19 años / Diseñador gráfico🎨 Davriel Design,0
Pikito Express,PedroMa04240940,995318527128231937,93,"mi Twitter es única y exclusivamente para volarle v3rg4 a la dictadura ORMU

Matagalpino adoptado x Río Blanco.",0
daysi moncada,moncadanic,60057443,39,Expert in international relations and traslator. Nicaraguan citizen of the world!!!,0
Gabriela Sánchez,gaby04sanchez,1151564037529976832,83,ig: gabriela.sanchezt,0
Jorgius 🇪🇸🎀,jorgius_jorgius,481155331,94,si por criticar a este o aquel crees que soy de los tuyos o de los otros te equivocas.,0
...,Dezzmaint,1250334393165438980,6,,0
🌬🌬,arman_nadzri,1205417115525603329,50,,0
𝑪𝒉𝒓𝒊𝒔𝒎𝒂𝒓𝒊𝒆𝒍 ن 🇳🇮,ChrismarielU,1212785553919209472,1013,"🇻🇦Católica| Conservadora| @LatidosProvNic 💙| #Sublevados  🇳🇮| Daydreamer, nighthinker ☁️",0
Jeff Hdz🇳🇮,JeffHdzO,1186048269551620097,161,"Seguidor de Jesús🙌, Doc de los dientes🦷❤, Nicaragüense🇳🇮, Filipenses 4:19",0
MAGDALENA FRACKOWIAK,mag_frackowiak,1221147360610353152,111,Magdalena Frackowiak is Venus.,0
Rayito de sol ☀️,PP_Azalia,1213003527552827393,264,🇳🇮,0
ʀᴀᴛᴜᴘɪɴ🦔🍿,cache_moon2,1319294390234349569,123,"𝕯𝖎𝖔𝖘 𝖉𝖎𝖏𝖔: 𝕬𝖉á𝖓 𝖞 𝕰𝖛𝖆, 𝖓𝖔 𝕬𝖉á𝖓 𝖔 𝕰𝖛𝖆. 𝕃𝕦𝕔𝕚𝕒𝕝𝕖 / ℂ𝕒𝕔𝕙è / 𝔹𝕣𝕚𝕒𝕟𝕘𝕚𝕖 / 𝕄𝕒𝕣𝕥𝕦𝕝𝕚",0
𝑽𝒂𝒍𝒆𝒏𝒕𝒊𝒏𝒂 𝑺𝒊𝒍𝒗𝒂.,Valenti88248554,1271174722487812096,59,𝑳𝒂 𝒍𝒊𝒃𝒆𝒓𝒕𝒂𝒅 𝒅𝒆 𝒄𝒓𝒊𝒕𝒆𝒓𝒊𝒐 𝒚 𝒍𝒂 𝒅𝒆𝒄𝒊𝒔𝒊𝒐𝒏 𝒇𝒊𝒓𝒎𝒆 𝒔𝒊𝒏 𝒗𝒂𝒄𝒊𝒍𝒂𝒄𝒊𝒐𝒏𝒆𝒔💪...,0
DeUsted,JasonAleBerrios,1181336617644154880,121,,0
𝓚𝓪𝓽𝓱𝓮𝓻𝓲𝓷𝓮,kathe0105m,1286083765589155841,158,"𝑩𝑳𝑨𝑪𝑲𝑷𝑰𝑵𝑲 𝑷𝑨𝑽𝑬𝑫 𝑻𝑯𝑬𝑰𝑹 𝑶𝑾𝑵 𝑾𝑨𝒀

𝑩𝑳𝑨𝑪𝑲𝑷𝑰𝑵𝑲 𝑰𝑺 𝑻𝑯𝑬 𝑹𝑬𝑽𝑶𝑳𝑼𝑻𝑰𝑶𝑵
𝑶𝑵𝑳𝒀-𝑩𝑳𝑰𝑵𝑲 𝑶𝑻4",0
La Prensa (MUNI 2021),LaPrensa1982,1325122324706721796,1,"Noticias de última hora de Nicaragua y el mundo: política, deportes, economía, opinión, espectáculo, salud, tecnología.",0
edz,dimple0320,1022125443422597121,291,Dds lang maganda charot 😂🤣,0
godsellawhy,eightolds,1155851617561747457,22,ขอให้หมดทุกข์หมดโศกออกม้าโย่กมาโย้กเอาความโศกทิ้งไป่,0
papas fritas 🥰,sofiamedrano17,1241493750217691140,58,,0
Juela maje 🇳🇮,1012Jelitza,1253080097063612416,509,J. Mathias 👩‍👧☀️,0
Carlos Romero N,CarlosromeroNar,1355179673240666112,23,La revolución es como un tren en marcha,0
Lilliam Aráuz M 💕,lylyaramar,246337997,153,,0
Lorenzo Chévez,LorenzoChevez,1184550710588903425,0,Dios es amor.,0
nath GO生 • 8,jilixbrownie,1372221142677737474,236,"♡~☆ jisung felix minho hyunjin ☆~♡

baby stay

she/her
http://jilixbrownie.carrd.co",0
jacson Romero,jacsonRomero2,1372528588579291137,16,aveces solo hay que creer para triunfar,0
Camilo,CamiloNi69,1370206257571848195,311,"Socializando, sin malos rollos.",0
UžičkaRepublika,gjesic,1539515707,23191,,57
Cacique Diriangen,CDiriangen,464057257,27419,"amante de la libertad, la justicia, el decoro y enemigo del vasallaje. La democracia es el gobierno del pueblo, por el pueblo, para el pueblo.",54
COSEP Nicaragua,COSEPNicaragua,130905544,58976,Consejo Superior de la Empresa Privada. ¡Fortaleciendo al Empresariado hacemos grande a Nicaragua!,48
yoyotutus,yoyotutus,14117374,6818,"-Logro resistirlo todo,menos la tentacion-Oscar Wilde",44
Cloc Vía Campesina,CLOC_LVC,199371286,8173,"Movimiento Continental de organizaciones de base. Soberanía Alimentaria, Reforma Agraria Integral y Popular. Somos La Vía Campesina en Latinoamerica.",42
Clau✨,_claudialisette,139774156,7966,"Dibujé una puerta violeta en la pared y al entrar me liberé, como se despliega la vela de un barco | 💜💚♀",39
Ing. Lolo Blandino Arana,BLANDINO_SA,242109984,8197,Dios centro de mi vida,39
Mov. Nac. AutoConvocado León,MNALeon,1059494896678170624,3337,"Movimiento Nacional AutoConvocado de Nicaragua.
Somos parte de @MNAutoConvocado          👉Envia tus denuncias por DM, juntos somos más.
#NacionAutoConvocada",38
Sabrina Duque,sabrinaduqueSD,35889504,3202,"Periodista, cronista y traductora. Vivo en Managua. Antes, Brasília y Lisboa. Necesito saber hoy de tu vida (Encino y Siamesa), VolcáNica (Debate).",37
andrada 🍍,enchochadadeti,1022857387324129280,3735,http://paypal.me/andrada06,37
Avil Ramírez Mayorga,AvilRamirezM,133088013,2952,"Ciudadano nicaragüense | Abogado LLM | Blog @Legalfella | Temas de interés: historia, deportes, política, tecnología y derecho | Centro-derecha #SOSNicaragua",37
Magazine Nicaragua,MagazineLP,626771815,10232,"Revista mensual de periodismo narrativo. Reportajes, perfiles, entrevistas y crónicas. Compartamos el placer de leer. Suscríbase 📲https://t.co/CWw6Trns6Q",37
BACHI,ElBachiNic,2467204944,15265,Un día le dediqué un poema a mi mamá.,36
NicaraguaActual,NicaraguaActual,1101203070548094981,15553,"🌐A través de Nicaragua Actual te informamos lo que pasa en la actualidad dentro y fuera del país 🇳🇮 
▶ http://YouTube.com/NicaraguaActual",36
Centroamérica Cuenta,cacuenta,1151680850,3880,Festival literario presidido por el escritor Sergio Ramírez / Annual literary festival chaired by @sergioramirezm,36
Diana🦄,Paarlet,154371236,2544,"Médica 👩🏻‍⚕️intransigente,cínica y dicho con un eufemismo:una ingenua|Si es cuestión de confesar odio el café y tuiteo mucho de fútbol",35
Sutefanī,Steph_baltodano,161416417,6130,"Delicioso, como el dulce de leche. •🇳🇮",35
Que Barbaro!,QueBarbaro34,166647168,16466,"Amante de la musica, los deportes y los momentos incomodos! IG: quebarbaro14",34
🎈,MellamoOnce,950094625263452160,1523,💫,34
nana,damz28_,757545979285377024,3548,be better,34
Revista Domingo,Domingo_LP,1945128644,2333,Reportajes especiales. Entrevistas a profundidad. Historias. Crónicas. Disfrute de la revista dominical del diario @laprensa.,33
Norma J. Brau,Snow_felina,1690693052,1839,"💜 Sexología - Igualdad - Intervención Psicosocial 
🖤 Desde mis minorías y disidencias 
🗝LT⛓",33
Pancho Madrigal,CuentosDePancho,137487776,1477,#SOSNicaragua 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷,33
Jb_hds ™★*,Jb_hds,219731641,1264,"Only God Knows Why  #SOSNicaragua #RecoriendoMiPais 
#QueSeRindaTuMadre
#NiPerdonNiOlvido 
#Barca •#Goat• 🇳🇮 🇳🇮 🇳🇮",33
Banco LAFISE,LAFISENicaragua,1109347501,6816,"Twitter Oficial de Banco LAFISE Nicaragua. 
Nuestro horario de atención es de lunes a viernes de  8:00 am a 5:00 pm y sábados de 8:00 am a 12:00 md.",32
∀,Adriana_Selva,818711173,2083,el estado opresor es un macho violador || cuando sea grande Zlatan va querer ser como yo || 03/02,32
dhablog.com,dhablogcom,726140509861871616,975,"http://dhablog.com es una comunidad con temas variados, Reflexiones, Plenitud y espiritual también ofrecemos Noticias globales, entretenimientos y mucho má",32
∆,itzayana_molina,942214316,1247,"Ⓥ.Ⓐ 💛
ɪɴɢ. ᴀɢʀᴏᴘᴇᴄᴜᴀʀɪᴀ🚜🐮",32
Juan Ignacio 🇳🇮🇳🇮,BandalicoAyB,212035888,475,"¡¡ Nicaragua Puede Ser Abatida Pero Nunca Vencida !! 
🇳🇮Nicaragua volverás a ser república🇳🇮

#SOSNicaragua  #FueraOrtegaMurillo",32
Franklin Loáisiga,imfranjodaloa,529669705,3021,"LDS - Pray for love, for enough time, for energy and stamina! 🇳🇮❤🙏🏽
Veterinarian
I'm Hipster Nicaraguan 25 years old.
IG: @imfranjodaloa",32
Justicia para Eddy Montes!,Angela160505,995287867378356226,528,libertad para los presos políticos de #Nicaragua y #Venezuela,31
Osman Reyes 🇳🇮 ⃤,Osmanreyes96,1258201082,2025,Comunicador Social en @minednicaragua || UNAN-León | #Nicaragua🇳🇮,31
Claudia Pineda,ClaudiaPineda_,280840648,979,Libre... como la luz del día,31
Nidia Ruiz López,nidiaruizlopez,1630517700,1292,Periodista,31
DM (AplastaSapos),ripoll23,75899940,419,Nicaragüense por gracia de Dios 🇳🇮💙,30
Josué Cgaleano,JosueCgaleano,351855222,835,"Quizás alguna vez no  estaré de acuerdo  con lo que piensas , pero defenderé tu derecho a expresarte, Soy derecha,  pero sobre todo soy anti dictadura,  #Unidad",30
HULERA CONTRA AK-47,NICARAGUA2019,3962200035,1563,¡RUMBO A LA LIBERTAD!,30
Monchito Rodriguez,Monchito_Kun,763738869942538240,121,,30
Desperta Ferro,26_escolta,3207907581,476,Por amor de su nombre,30
"Young, wild and free",Villaverde1312,1479780463,1348,Socialismo Nacional ✋🏻 Juventud-Amor-Revolución 🌹⚒  #HacerNación 🇪🇦,30
DE HUMO,DeHumoTV,913359871,3735,"Creamos contenido audiovisual sobre cultura, educación, medio ambiente y derechos humanos. Encontranos en YouTube e Instagram como @DEHUMOTV",30
Carolina Vandálica 🇳🇮🇨🇱,MCarolinaTapia1,995444284122914816,377,Abogada e hija de Dios Vivo,30
Arianova,ari_zeledon7,1102345403461193728,18148,Si tuviste que entrar a mi perfil perdiste toda validez de tu argumento 🦄🌈,30
Mel,Melcordero08,3734984475,659,Diriamba ♥,30
Vani⁷.ᵇᵘᵗᵗᵉʳ,Vani92_7,1555847767,428,"STAN @BTS_twt 7

💜💜💜💜💜💜💜                 
ONLY ARMY😌",29
Gera.,Gerardo_VeRa98,2168941197,1169,15/08/99 🎩,29
Indirita La Vandálica 🇳🇮,Tawa_aubras,279249821,1053,"Médica General con especialidad en medicina oriental.
Servir al país es la mayor muestra de amor que puedo darle a Nicaragua.",29
Alejandra Ö,darksider0_o,58725690,404,Nothing but the rain,29
M.,maureenqr,308048939,753,Work hard in silence and let the success make the noise. Chinandega.| Patria libre y vivir.,29
Edwin Diaz,Edwindiaz1995,2312083881,395,"Siempre Fresh😎, ACMilan ❤",29
Pinolero 🙏🇳🇮,mike199728,367977934,1186,"23 años | Catolico, amante al deporte❤️",29
Jesús Cárdenas.,ascardenm,945029730,1318,Creo en Dios. De principios Nacionalista ❤🖤.,29
Cristina B,Cbari82,194529077,915,"Nieta de Asun. Tía friki de Hugo y Carlota. Lo de molar es por parte de padre. Basket. Series. Libros, muchos libros. Cinéfila. Emocionalmente folclórica",29
Nubia c:,WorkerNubs,1013342724559384576,443,"Me quejo todo el día, soy bien amargada y tengo 3 perritos. 🐶Una mi Nieves María, Odín Arturo (Trapito) y la bebe Fluoreta Mercedes AKA Foeta. 💙⚪️💙",29
La Silla Vandálica,gallopintoseco,995488532310487045,821,Por una Nicaragua libre.,29
spencer,spencertellez,955903208395804673,1601,Ig: @spencertellezz || J💗,29
DavO,DavoNica92,352817060,365,Tan nica como el pinol y el RIO SAN JUAN!! 🇳🇮,29
Chirly,Chirly_DiazR,2935442292,815,All I need today is a little bit of coffee and a whole lot of Jesus✨🦷,28
Kathe,katthem_,261295151,1395,🇳🇮 | ✨ Odontología,28
La Mesa,Mesita_toc_toc,193120799,668,"NO, Mi apellido no es Meza... No me gusta el escándalo ni el aguacate 😁 Esclava del sistema de Salud.",28
🌸,spnzdxo,803411258,850,Make the love not war,28
Fidias Sánchez,Fidiassanchez08,877035270,265,"Nicaragüense 🇳🇮👊 RMA, ACM, 🐯 ⚽️         
       NY, GR ⚾️",28
